"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","681","My Second Test Case","My First Test Suite","Sat Nov 29 00:33:19 UTC 2025","passed","Sat Nov 29 00:33:20 UTC 2025","","","",""
"","1548","should show and hide textbox","Automation Practice Test Suite","Sat Nov 29 00:33:35 UTC 2025","passed","Sat Nov 29 00:33:36 UTC 2025","","","",""
"","3953","@smoke should handle date picker","Automation Practice Test Suite","Sat Nov 29 00:34:05 UTC 2025","passed","Sat Nov 29 00:34:09 UTC 2025","","","",""
"","709","My Fourth Test Case","My First Test Suite","Sat Nov 29 00:33:20 UTC 2025","passed","Sat Nov 29 00:33:21 UTC 2025","","","",""
"","1536","@smoke should handle iFrames","Automation Practice Test Suite","Sat Nov 29 00:34:03 UTC 2025","passed","Sat Nov 29 00:34:05 UTC 2025","","","",""
"","11316","User selects and purchases specific products","Ecommerce Product Selection Validation","Sat Nov 29 00:34:52 UTC 2025","passed","Sat Nov 29 00:35:03 UTC 2025","","","",""
"","1511","should select radio buttons","Automation Practice Test Suite","Sat Nov 29 00:33:36 UTC 2025","passed","Sat Nov 29 00:33:38 UTC 2025","","","",""
"","1947","should select country from dynamic dropdown","Automation Practice Test Suite","Sat Nov 29 00:33:33 UTC 2025","passed","Sat Nov 29 00:33:35 UTC 2025","","","",""
"","3662","should check and uncheck checkboxes","Automation Practice Test Suite","Sat Nov 29 00:33:28 UTC 2025","passed","Sat Nov 29 00:33:31 UTC 2025","","","",""
"","11336","Ecommerce product delivery","End to End Ecommerce Application Validation","Sat Nov 29 00:34:31 UTC 2025","passed","Sat Nov 29 00:34:42 UTC 2025","","","",""
"","1518","should select option from static dropdown","Automation Practice Test Suite","Sat Nov 29 00:33:31 UTC 2025","passed","Sat Nov 29 00:33:33 UTC 2025","","","",""
"","4311","Verify cart total calculation","End to End Ecommerce Application Validation","Sat Nov 29 00:34:42 UTC 2025","passed","Sat Nov 29 00:34:47 UTC 2025","","","",""
"","1475","should handle Mouse hover","Automation Practice Test Suite","Sat Nov 29 00:33:54 UTC 2025","passed","Sat Nov 29 00:33:55 UTC 2025","","","",""
"","12703","should handle switch tab or child windows","Automation Practice Test Suite","Sat Nov 29 00:33:40 UTC 2025","passed","Sat Nov 29 00:33:52 UTC 2025","","","",""
"","4299","Verify multiple product selection","Ecommerce Product Selection Validation","Sat Nov 29 00:35:03 UTC 2025","passed","Sat Nov 29 00:35:08 UTC 2025","","","",""
"","8100","should handle Switch Window","Automation Practice Test Suite","Sat Nov 29 00:33:55 UTC 2025","passed","Sat Nov 29 00:34:03 UTC 2025","","","",""
"","749","My Third Test Case","My First Test Suite","Sat Nov 29 00:33:20 UTC 2025","passed","Sat Nov 29 00:33:20 UTC 2025","","","",""
"","1779","should handle alert and confirm dialogs","Automation Practice Test Suite","Sat Nov 29 00:33:38 UTC 2025","passed","Sat Nov 29 00:33:40 UTC 2025","","","",""
"","1756","@smoke My Sixth Test Case","My First Test Suite","Sat Nov 29 00:33:21 UTC 2025","passed","Sat Nov 29 00:33:23 UTC 2025","","","",""
"","11759","Validate e-commerce page e2e flow","Automation Practice Test Suite","Sat Nov 29 00:34:13 UTC 2025","passed","Sat Nov 29 00:34:25 UTC 2025","","","",""
"","4389","@smoke My First Test Case","My First Test Suite","Sat Nov 29 00:33:15 UTC 2025","passed","Sat Nov 29 00:33:19 UTC 2025","","","",""
"","1408","should handle web tables","Automation Practice Test Suite","Sat Nov 29 00:33:52 UTC 2025","passed","Sat Nov 29 00:33:54 UTC 2025","","","",""
"","349","My Fifth Test Case","My First Test Suite","Sat Nov 29 00:33:21 UTC 2025","passed","Sat Nov 29 00:33:21 UTC 2025","","","",""
