"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1465","should handle Mouse hover","Automation Practice Test Suite","Sat Nov 29 00:57:09 UTC 2025","passed","Sat Nov 29 00:57:11 UTC 2025","","","",""
"","1541","should show and hide textbox","Automation Practice Test Suite","Sat Nov 29 00:56:52 UTC 2025","passed","Sat Nov 29 00:56:54 UTC 2025","","","",""
"","1711","@smoke My Sixth Test Case","My First Test Suite","Sat Nov 29 00:56:39 UTC 2025","passed","Sat Nov 29 00:56:41 UTC 2025","","","",""
"","3963","@smoke should handle date picker","Automation Practice Test Suite","Sat Nov 29 00:57:21 UTC 2025","passed","Sat Nov 29 00:57:25 UTC 2025","","","",""
"","4436","@smoke My First Test Case","My First Test Suite","Sat Nov 29 00:56:32 UTC 2025","passed","Sat Nov 29 00:56:36 UTC 2025","","","",""
"","1589","@smoke should handle iFrames","Automation Practice Test Suite","Sat Nov 29 00:57:19 UTC 2025","passed","Sat Nov 29 00:57:21 UTC 2025","","","",""
"","11386","Ecommerce product delivery","End to End Ecommerce Application Validation","Sat Nov 29 00:57:47 UTC 2025","passed","Sat Nov 29 00:57:58 UTC 2025","","","",""
"","11402","User selects and purchases specific products","Ecommerce Product Selection Validation","Sat Nov 29 00:58:08 UTC 2025","passed","Sat Nov 29 00:58:20 UTC 2025","","","",""
"","11846","Validate e-commerce page e2e flow","End to End E-commerce Flow Test Suite","Sat Nov 29 00:57:29 UTC 2025","passed","Sat Nov 29 00:57:41 UTC 2025","","","",""
"","8335","should handle Switch Window","Automation Practice Test Suite","Sat Nov 29 00:57:11 UTC 2025","passed","Sat Nov 29 00:57:19 UTC 2025","","","",""
"","10806","should handle switch tab or child windows","Automation Practice Test Suite","Sat Nov 29 00:56:57 UTC 2025","passed","Sat Nov 29 00:57:08 UTC 2025","","","",""
"","700","My Fourth Test Case","My First Test Suite","Sat Nov 29 00:56:38 UTC 2025","passed","Sat Nov 29 00:56:39 UTC 2025","","","",""
"","1483","should select radio buttons","Automation Practice Test Suite","Sat Nov 29 00:56:54 UTC 2025","passed","Sat Nov 29 00:56:55 UTC 2025","","","",""
"","353","My Fifth Test Case","My First Test Suite","Sat Nov 29 00:56:39 UTC 2025","passed","Sat Nov 29 00:56:39 UTC 2025","","","",""
"","4318","Verify multiple product selection","Ecommerce Product Selection Validation","Sat Nov 29 00:58:20 UTC 2025","passed","Sat Nov 29 00:58:24 UTC 2025","","","",""
"","1513","should select option from static dropdown","Automation Practice Test Suite","Sat Nov 29 00:56:49 UTC 2025","passed","Sat Nov 29 00:56:50 UTC 2025","","","",""
"","1813","should handle alert and confirm dialogs","Automation Practice Test Suite","Sat Nov 29 00:56:55 UTC 2025","passed","Sat Nov 29 00:56:57 UTC 2025","","","",""
"","1415","should handle web tables","Automation Practice Test Suite","Sat Nov 29 00:57:08 UTC 2025","passed","Sat Nov 29 00:57:09 UTC 2025","","","",""
"","1926","should select country from dynamic dropdown","Automation Practice Test Suite","Sat Nov 29 00:56:50 UTC 2025","passed","Sat Nov 29 00:56:52 UTC 2025","","","",""
"","4288","Verify cart total calculation","End to End Ecommerce Application Validation","Sat Nov 29 00:57:58 UTC 2025","passed","Sat Nov 29 00:58:03 UTC 2025","","","",""
"","726","My Third Test Case","My First Test Suite","Sat Nov 29 00:56:37 UTC 2025","passed","Sat Nov 29 00:56:38 UTC 2025","","","",""
"","3585","should check and uncheck checkboxes","Automation Practice Test Suite","Sat Nov 29 00:56:45 UTC 2025","passed","Sat Nov 29 00:56:49 UTC 2025","","","",""
"","742","My Second Test Case","My First Test Suite","Sat Nov 29 00:56:36 UTC 2025","passed","Sat Nov 29 00:56:37 UTC 2025","","","",""
